VehicleID,TimeStamp,Lattitude,Longitude,VehicleBearing,Speed,RoadId,DirOfTravel
455d4b874fa00e2517294826c5f6f90c,1514946105,41.7505626,-88.0643698,165,47,5781502784,-5781502784
455d4b874fa00e2517294826c5f6f90c,1514946106,41.7504715,-88.0643391,164,40,5781502784,-5781502784
455d4b874fa00e2517294826c5f6f90c,1514946107,41.7504008,-88.0643125,163,31,5781502784,-5781502784
455d4b874fa00e2517294826c5f6f90c,1514946108,41.7503408,-88.0642883,161,24,5781502784,-5781502784
455d4b874fa00e2517294826c5f6f90c,1514946109,41.7502855,-88.064266,161,22,5781502784,-5781502784
455d4b874fa00e2517294826c5f6f90c,1514946110,41.7502331,-88.0642441,161,22,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946111,41.7501865,-88.0642236,161,19,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946112,41.7501453,-88.0642078,161,16,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946114,41.750083,-88.0641823,163,10,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946100,41.7511898,-88.0645336,170,60,5326884952,-5326884952
455d4b874fa00e2517294826c5f6f90c,1514946115,41.750065,-88.0641755,161,7,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946116,41.7500606,-88.0641746,163,1,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946117,41.7500606,-88.0641751,163,0,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946118,41.750061,-88.0641743,163,0,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946122,41.7500596,-88.0641751,163,0,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946120,41.7500603,-88.0641748,163,0,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946121,41.7500598,-88.0641746,163,0,5781502783,-5781502783
455d4b874fa00e2517294826c5f6f90c,1514946097,41.7516578,-88.0646161,172,65,5326884952,-5326884952
455d4b874fa00e2517294826c5f6f90c,1514946099,41.7513361,-88.0645631,171,63,5326884952,-5326884952
455d4b874fa00e2517294826c5f6f90c,1514946119,41.750061,-88.0641746,163,0,5781502783,-5781502783
662d13abc652f6734f324d25f0f4b232,1515002170,41.74991,-88.06753,269,70.81096,8460193543,-8460193543
18111045,1515000296,41.74990778,-88.06452361,268,53,7419044380,-7419044380
77327600026,1514999944,41.74976,-88.0662,91,46.67086,1335864835,1335864835
19777198,1514999885,41.750254,-88.0642535,167,0,5781502783,-5781502783
19777198,1514999893,41.7501105,-88.0642338,181,0,5781502783,-5781502783
db7e782ba88f8b98a85f5be8e7b836f1,1515001247,41.74976,-88.06785,90,77,4355192737,4355192737
db7e782ba88f8b98a85f5be8e7b836f1,1515001262,41.74983,-88.06454,88,38,1335864831,1335864831
db7e782ba88f8b98a85f5be8e7b836f1,1515001272,41.74983,-88.06412,90,2,1335864831,1335864831
db7e782ba88f8b98a85f5be8e7b836f1,1515001257,41.7498,-88.06541,86,67,1335864835,1335864835
78010600013,1515020011,41.75019,-88.06421,165,43.45218,5781502783,-5781502783
18344694,1515020104,41.74987056,-88.06704944,269,74,8460193543,-8460193543
89540200054,1515018434,41.74983,-88.06364,89,64.3736,428043451,428043451
85b4b6f91458cf4af7d0ed17c2313e28,1515018435,41.75004,-88.06154,266,43,4573343448,-4573343448
85b4b6f91458cf4af7d0ed17c2313e28,1515018450,41.7499,-88.06378,265,22,1335864828,-1335864828
18250856,1515018452,41.749753,-88.066814,90,28,1335864835,1335864835
0C03173D00,1514982026,41.74934,-88.06327,0,0,8461244179,8461244179
17879182,1515021842,41.748503,-88.063249,338,28,428519089,428519089
835922,1515018784,41.7509,-88.06449,169,0,5326884952,-5326884952
18176458,1515018769,41.74923,-88.06306,0,0,5781502793,5781502793
0C02EDDD00,1514953512,41.74819,-88.06305,343,57.93624,428519089,428519089
23893029,1514981215,41.74926,-88.06503,0,0,1335864831,1335864831
17860116,1515022888,41.74985139,-88.06405944,161,46,427809022,-427809022
18176458,1515018139,41.74925,-88.06303,0,0,5781502793,5781502793
ef8cfa6b64bffed4f6e500430dcb0c62,1515019870,41.75006,-88.06019,269,76,1335864827,-1335864827
ef8cfa6b64bffed4f6e500430dcb0c62,1515019885,41.74991,-88.0629,266,30,1335864828,-1335864828
0C03F64D00,1514979282,41.74974,-88.06383,340,9.65604,8461244180,8461244180
17999619,1514984263,41.749768,-88.065247,89,73,1335864835,1335864835
bfb1ad259ce3f9d1c60c79fc5588ad4d,1514953109,41.74949,-88.06365,337,43,8461244180,8461244180
bfb1ad259ce3f9d1c60c79fc5588ad4d,1514953119,41.74971,-88.06374,348,1,8461244180,8461244180
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021266,41.750686,-88.06442,172,23,5326884951,-5326884951
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021281,41.750477,-88.064359,170,7,5781502784,-5781502784
bfb1ad259ce3f9d1c60c79fc5588ad4d,1514953098,41.74799,-88.06291,346,69,428519089,428519089
bfb1ad259ce3f9d1c60c79fc5588ad4d,1514953134,41.74982,-88.06256,86,55,428043451,428043451
18176458,1515019489,41.74922,-88.06305,0,0,5781502793,5781502793
61564C40-48EE-4035-9529-CC86C686A71B,1515017116,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017097,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017106,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017166,41.75037,-88.064229,164,41,5781502784,-5781502784
61564C40-48EE-4035-9529-CC86C686A71B,1515017157,41.750716,-88.064346,166,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017098,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017151,41.750716,-88.064346,165,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017109,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017125,41.750716,-88.064346,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017133,41.750716,-88.064346,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017165,41.750456,-88.064256,165,34,5781502784,-5781502784
61564C40-48EE-4035-9529-CC86C686A71B,1515017091,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017101,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017110,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017135,41.750716,-88.064346,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017156,41.750716,-88.064346,166,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017104,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017155,41.750716,-88.064346,166,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017099,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017092,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017114,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017108,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017153,41.750716,-88.064346,166,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017139,41.750716,-88.064346,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017154,41.750716,-88.064346,166,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017117,41.750716,-88.064346,169,1,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017105,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017120,41.750716,-88.064346,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017137,41.750716,-88.064346,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017090,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017164,41.750537,-88.064285,166,30,5781502784,-5781502784
17906234,1514981310,41.75019,-88.06415,0,0,5781502783,5781502783
18f0fcd5af02f8a8ce5945d18ba19062,1514981379,41.75152,-88.06447,352,65,5326884952,5326884952
0C03173D00,1514981622,41.74913,-88.0636,0,0,8461244179,8461244179
18f0fcd5af02f8a8ce5945d18ba19062,1514981369,41.75006,-88.06405,342,59,5781502783,5781502783
18f0fcd5af02f8a8ce5945d18ba19062,1514981374,41.75077,-88.06429,346,59,5326884951,5326884951
1050196,1515023482,41.7498,-88.06394,334,7,427809022,427809022
1050196,1515023465,41.7497,-88.06388,337,3,8461244180,8461244180
18268853,1515023202,41.74978,-88.06622,89,69,1335864835,1335864835
1050196,1515023362,41.74915,-88.06358,338,0,8461244179,8461244179
18268853,1515023219,41.74984,-88.06427,86,29,1335864831,1335864831
1050196,1515023345,41.74915,-88.06358,338,0,8461244179,8461244179
b28ed771653a60f797c4e33557129ac6,1515023587,41.7510465,-88.0644298,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023586,41.7510506,-88.0644308,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023593,41.7510458,-88.0644318,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023585,41.7510546,-88.064431,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023584,41.7510541,-88.064431,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023590,41.751046,-88.0644301,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023583,41.7510548,-88.0644315,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023582,41.751055,-88.0644315,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023581,41.7510581,-88.0644315,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023580,41.7510581,-88.0644323,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023578,41.7510546,-88.0644316,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023577,41.7510536,-88.0644318,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023591,41.7510443,-88.0644311,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023576,41.7510548,-88.0644328,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023575,41.7510538,-88.0644341,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023575,41.7510538,-88.0644341,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023589,41.7510471,-88.0644296,175,0,5326884952,-5326884952
17999619,1514984333,41.749788,-88.064269,90,0,1335864831,1335864831
85b4b6f91458cf4af7d0ed17c2313e28,1515018430,41.75007,-88.06071,268,63,4573343449,-4573343449
85b4b6f91458cf4af7d0ed17c2313e28,1515018440,41.74995,-88.06236,262,55,1335864829,-1335864829
85b4b6f91458cf4af7d0ed17c2313e28,1515018445,41.74992,-88.06324,268,47,1335864828,-1335864828
18521929,1515019214,41.75025,-88.06419,0,0,5781502783,5781502783
21208466,1515023619,41.74999,-88.06123,0,0,428043451,428043451
b28ed771653a60f797c4e33557129ac6,1515023642,41.7479488,-88.0630525,163,60,428519089,-428519089
b28ed771653a60f797c4e33557129ac6,1515023641,41.7480996,-88.0631083,161,60,428519089,-428519089
b28ed771653a60f797c4e33557129ac6,1515023640,41.7482488,-88.0631688,161,60,428519089,-428519089
b28ed771653a60f797c4e33557129ac6,1515023639,41.7483956,-88.063232,160,60,428519089,-428519089
b28ed771653a60f797c4e33557129ac6,1515023638,41.7485423,-88.0633003,158,58,428519089,-428519089
b28ed771653a60f797c4e33557129ac6,1515023637,41.7486866,-88.063371,158,58,428519089,-428519089
b28ed771653a60f797c4e33557129ac6,1515023636,41.7488268,-88.0634416,157,58,5781502792,-5781502792
b28ed771653a60f797c4e33557129ac6,1515023633,41.7492233,-88.0636551,156,49,8461244179,-8461244179
b28ed771653a60f797c4e33557129ac6,1515023634,41.7490956,-88.0635855,156,52,5781502793,-5781502793
b28ed771653a60f797c4e33557129ac6,1515023635,41.748963,-88.063514,157,52,5781502792,-5781502792
b28ed771653a60f797c4e33557129ac6,1515023632,41.7493455,-88.063722,157,49,8461244179,-8461244179
2230225,1515017466,41.75093,-88.06446,167,9,5326884952,-5326884952
18318878,1515022646,41.7499353,-88.0639923,268,44,1335864828,-1335864828
b28ed771653a60f797c4e33557129ac6,1515023633,41.7492233,-88.0636551,156,49,8461244179,-8461244179
b28ed771653a60f797c4e33557129ac6,1515023634,41.7490956,-88.0635855,156,52,5781502793,-5781502793
b28ed771653a60f797c4e33557129ac6,1515023631,41.7494618,-88.0637846,157,45,8461244180,-8461244180
b28ed771653a60f797c4e33557129ac6,1515023630,41.7495733,-88.0638441,157,45,8461244180,-8461244180
b28ed771653a60f797c4e33557129ac6,1515023629,41.7496805,-88.0639001,158,40,8461244180,-8461244180
b28ed771653a60f797c4e33557129ac6,1515023628,41.7497841,-88.0639531,158,40,8461244180,-8461244180
b28ed771653a60f797c4e33557129ac6,1515023627,41.749884,-88.0640023,160,40,427809022,-427809022
b28ed771653a60f797c4e33557129ac6,1515023626,41.7499796,-88.0640458,161,40,5781502783,-5781502783
b28ed771653a60f797c4e33557129ac6,1515023624,41.7501706,-88.0641241,161,42,5781502783,-5781502783
b28ed771653a60f797c4e33557129ac6,1515023623,41.7502696,-88.0641651,161,42,5781502783,-5781502783
b28ed771653a60f797c4e33557129ac6,1515023622,41.7503716,-88.0642061,163,38,5781502784,-5781502784
b28ed771653a60f797c4e33557129ac6,1515023621,41.7504765,-88.0642463,163,38,5781502784,-5781502784
b28ed771653a60f797c4e33557129ac6,1515023619,41.7506641,-88.0643135,165,25,5326884951,-5326884951
b28ed771653a60f797c4e33557129ac6,1515023618,41.7507435,-88.0643388,165,25,5326884951,-5326884951
b28ed771653a60f797c4e33557129ac6,1515023617,41.7508106,-88.0643593,165,13,5326884951,-5326884951
b28ed771653a60f797c4e33557129ac6,1515023596,41.7510471,-88.0644341,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023597,41.7510476,-88.0644345,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023616,41.750867,-88.0643768,167,13,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023598,41.7510485,-88.0644348,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023615,41.7509061,-88.064389,167,14,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023599,41.7510515,-88.0644353,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023600,41.7510545,-88.0644353,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023601,41.7510583,-88.064435,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023614,41.750933,-88.0643973,167,14,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023602,41.7510585,-88.0644336,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023602,41.7510585,-88.0644336,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023603,41.7510566,-88.0644321,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023613,41.7509643,-88.0644066,168,4,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023603,41.7510566,-88.0644321,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023604,41.7510541,-88.064431,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023604,41.7510541,-88.064431,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023612,41.7510015,-88.0644175,168,4,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023605,41.7510498,-88.0644293,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023605,41.7510498,-88.0644293,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023606,41.7510495,-88.0644286,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023611,41.7510301,-88.0644246,168,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023607,41.7510491,-88.0644285,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023610,41.7510455,-88.0644285,172,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023608,41.7510481,-88.0644275,175,0,5326884952,-5326884952
4542135282,1514978177,41.748537,-88.0638695,261,20,428519089,428519089
18176458,1515020029,41.74921,-88.06306,0,0,5781502793,5781502793
18176458,1515018589,41.74922,-88.06305,0,0,5781502793,5781502793
18176458,1515017689,41.74924,-88.06302,0,0,5781502793,5781502793
0C03F64D00,1515023977,41.75017,-88.06423,163,12.87472,5781502783,-5781502783
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017290,41.74819,-88.06297,343,47,428519089,428519089
b28ed771653a60f797c4e33557129ac6,1515023555,41.7510416,-88.0644493,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023594,41.7510448,-88.0644321,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023556,41.7510398,-88.0644473,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023557,41.7510391,-88.0644461,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023574,41.7510535,-88.0644348,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023573,41.7510531,-88.0644351,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023527,41.7514488,-88.0645651,172,38,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023531,41.7511176,-88.0644903,168,31,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023533,41.751051,-88.0644765,172,13,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023534,41.7510385,-88.064475,175,13,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023537,41.7510336,-88.0644748,175,4,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023561,41.75104,-88.064442,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023540,41.7510363,-88.0644733,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023544,41.7510385,-88.0644666,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023545,41.7510408,-88.0644656,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023548,41.7510431,-88.0644608,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023550,41.7510433,-88.0644583,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023588,41.751046,-88.0644296,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023562,41.7510413,-88.0644416,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023554,41.7510403,-88.0644518,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023592,41.7510455,-88.0644315,175,0,5326884952,-5326884952
18176458,1515018049,41.74927,-88.06305,0,0,8461244179,8461244179
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017386,41.74946,-88.06341,357,3,8461244179,8461244179
2230225,1515017476,41.75018,-88.06421,160,46,5781502783,-5781502783
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017408,41.74943,-88.06344,171,1,8461244179,-8461244179
18176458,1515021109,41.74925,-88.06307,0,0,5781502793,5781502793
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017369,41.74944,-88.06342,124,2,8461244179,-8461244179
18176458,1515018679,41.74922,-88.06305,0,0,5781502793,5781502793
97a218473ee97122cd80e9425cfc8b00,1515016974,41.74992,-88.06803,270,66,8460193543,-8460193543
97a218473ee97122cd80e9425cfc8b00,1515016964,41.74992,-88.06588,270,62,5781502785,-5781502785
b28ed771653a60f797c4e33557129ac6,1515023595,41.7510453,-88.0644333,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023579,41.751057,-88.0644323,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023565,41.7510413,-88.0644406,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023549,41.7510443,-88.0644596,175,0,5326884952,-5326884952
b28ed771653a60f797c4e33557129ac6,1515023536,41.7510338,-88.0644748,175,4,5326884952,-5326884952
61564C40-48EE-4035-9529-CC86C686A71B,1515017115,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017085,41.75072,-88.064343,164,4,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017070,41.751583,-88.064555,174,37,5326884952,-5326884952
61564C40-48EE-4035-9529-CC86C686A71B,1515017100,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017130,41.750716,-88.064346,169,0,5326884951,-5326884951
23919030,1515017600,41.75117,-88.06456,0,0,5326884952,5326884952
18176458,1515019849,41.74921,-88.06304,0,0,5781502793,5781502793
18176458,1515019219,41.74921,-88.06308,0,0,5781502793,5781502793
921483,1515018934,41.74995,-88.06103,87,70,428043451,428043451
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021294,41.750481,-88.06433,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021290,41.750481,-88.064331,8,3,5781502784,5781502784
18176458,1515018949,41.7492,-88.06305,0,0,5781502793,5781502793
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017530,41.74959,-88.06312,73,14,428043451,428043451
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017418,41.74947,-88.06345,85,1,8461244179,-8461244179
2230225,1515017486,41.74882,-88.06351,156,62,5781502792,-5781502792
60917800029,1515021377,41.74976,-88.06613,91,30.57746,1335864835,1335864835
18176458,1515021019,41.74926,-88.06305,0,0,5781502793,5781502793
0C03F64D00,1515023977,41.75017,-88.06423,163,12.87472,5781502783,-5781502783
18176458,1515020749,41.74922,-88.06304,0,0,5781502793,5781502793
18647919,1515021696,41.75003,-88.0614,266,42,4573343449,-4573343449
18176458,1515018319,41.74923,-88.06303,0,0,5781502793,5781502793
1050196,1515019642,41.74987,-88.06352,269,1,1335864828,-1335864828
18176458,1515021199,41.74922,-88.06307,0,0,5781502793,5781502793
a1000013ce4a42,1515017113,41.74988,-88.06807,269,59.54558,8460193543,-8460193543
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017319,41.74942,-88.06339,349,8,8461244179,8461244179
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017344,41.74938,-88.06346,210,1,8461244179,-8461244179
bfb1ad259ce3f9d1c60c79fc5588ad4d,1515017338,41.74942,-88.06341,33,7,8461244179,8461244179
ef8cfa6b64bffed4f6e500430dcb0c62,1515019890,41.7499,-88.06312,268,4,1335864828,-1335864828
5f8037d1b0915fe1f9fe490764bebd17,1515020171,41.74981,-88.06578,90,30.57746,1335864835,1335864835
18176458,1515020299,41.74922,-88.06303,0,0,5781502793,5781502793
2230225,1515017438,41.75097,-88.06447,164,11,5326884952,-5326884952
18176458,1515019129,41.74921,-88.06308,0,0,5781502793,5781502793
18692073,1515023092,41.7497421,-88.0660098,86,2.484,1335864835,1335864835
18176458,1515018409,41.74921,-88.06304,0,0,5781502793,5781502793
10590000026,1515017517,41.7499,-88.06457,269,62.76426,7419044380,-7419044380
85b4b6f91458cf4af7d0ed17c2313e28,1515018460,41.74988,-88.06388,265,3,1335864828,-1335864828
6cbf7ba3a6c2cd5a4374f960cd071e58,1514953102,41.74844,-88.06329,157,57,428519089,-428519089
6cbf7ba3a6c2cd5a4374f960cd071e58,1514953087,41.74976,-88.06421,89,4,1335864831,1335864831
6cbf7ba3a6c2cd5a4374f960cd071e58,1514953062,41.74977,-88.06742,88,77,4355192737,4355192737
6cbf7ba3a6c2cd5a4374f960cd071e58,1514953072,41.74976,-88.06527,90,56,1335864835,1335864835
18176458,1515019939,41.74924,-88.06306,0,0,5781502793,5781502793
18176458,1515020209,41.7492,-88.06302,0,0,5781502793,5781502793
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021288,41.750482,-88.064332,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021282,41.750479,-88.064374,170,7,5781502784,-5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021293,41.750481,-88.06433,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021292,41.750481,-88.06433,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021291,41.750481,-88.06433,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021283,41.75048,-88.064352,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021284,41.750481,-88.064347,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021285,41.750483,-88.064347,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021289,41.75048,-88.064331,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021286,41.750483,-88.064347,8,3,5781502784,5781502784
9045f9e3-53ae-55e7-a2c3-ee7de2573e90,1515021287,41.750485,-88.06434,8,3,5781502784,5781502784
18f0fcd5af02f8a8ce5945d18ba19062,1514981339,41.74859,-88.0633,348,2,428519089,428519089
18176458,1515020389,41.74924,-88.06307,0,0,5781502793,5781502793
11708400056,1515016928,41.75004,-88.06108,269,9.65604,4573343449,-4573343449
97a218473ee97122cd80e9425cfc8b00,1515016958,41.74995,-88.0647,268,54,7419044380,-7419044380
97a218473ee97122cd80e9425cfc8b00,1515016969,41.74992,-88.06695,270,64,8460193543,-8460193543
18176458,1515018229,41.74923,-88.06303,0,0,5781502793,5781502793
18176458,1515017419,41.74923,-88.06302,0,0,5781502793,5781502793
61564C40-48EE-4035-9529-CC86C686A71B,1515017072,41.751402,-88.064537,173,36,5326884952,-5326884952
61564C40-48EE-4035-9529-CC86C686A71B,1515017079,41.750911,-88.064405,169,24,5326884952,-5326884952
61564C40-48EE-4035-9529-CC86C686A71B,1515017075,41.751161,-88.064476,171,30,5326884952,-5326884952
61564C40-48EE-4035-9529-CC86C686A71B,1515017080,41.750859,-88.064386,168,22,5326884951,-5326884951
18176458,1515017059,41.74987,-88.06382,0,0,427809022,427809022
61564C40-48EE-4035-9529-CC86C686A71B,1515017089,41.750717,-88.064343,170,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017103,41.750717,-88.064343,169,0,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017084,41.750724,-88.064349,166,8,5326884951,-5326884951
61564C40-48EE-4035-9529-CC86C686A71B,1515017077,41.751032,-88.06444,170,28,5326884952,-5326884952
