VehicleID,TimeStamp,Lattitude,Longitude,VehicleBearing,Speed,RoadId,DirOfTravel
19746965,1514847317,41.7489321,-88.0634206,337,42,5781502792,5781502792
002121b5f30ac1247844233a40b7eb7d,1514770316,41.74897,-88.06354,158,76,5781502793,-5781502793
41da06a63178398b35d62d26a95cc09d430168c9,1514770539,41.74991,-88.06348,266,52,1335864828,-1335864828
41da06a63178398b35d62d26a95cc09d430168c9,1514770554,41.75136,-88.06447,352,61,5326884952,5326884952
18520729,1514846733,41.7497753,-88.0636695,118,11.484,428043451,428043451
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771392,41.749952,-88.062586,265,45,1335864829,-1335864829
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771393,41.749948,-88.062719,265,44,1335864829,-1335864829
043c7c071b1f8a70b0190a995836394e,1514768419,41.74987,-88.06525,269,54,5781502785,-5781502785
043c7c071b1f8a70b0190a995836394e,1514768409,41.74975,-88.06395,334,22,8461244180,8461244180
043c7c071b1f8a70b0190a995836394e,1514768429,41.74986,-88.06746,270,71,8460193543,-8460193543
043c7c071b1f8a70b0190a995836394e,1514768334,41.74959,-88.06385,337,19,8461244180,8461244180
21683300031,1514770339,41.74969,-88.06692,91,64.3736,1335864835,1335864835
41da06a63178398b35d62d26a95cc09d430168c9,1514770524,41.75004,-88.0604,268,73,1335864827,-1335864827
1060063,1514770394,41.75002,-88.06129,0,0,428043451,428043451
043c7c071b1f8a70b0190a995836394e,1514768399,41.74964,-88.0639,336,1,8461244180,8461244180
043c7c071b1f8a70b0190a995836394e,1514768414,41.74992,-88.06444,274,37,7419044380,-7419044380
043c7c071b1f8a70b0190a995836394e,1514768329,41.74928,-88.06363,316,26,8461244179,8461244179
043c7c071b1f8a70b0190a995836394e,1514768424,41.74987,-88.06628,269,66,5781502785,-5781502785
1060059,1514771546,41.74984,-88.06237,86,35,428043451,428043451
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771454,41.749844,-88.068045,267,62,8460193543,-8460193543
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847389,41.749762,-88.064298,92,41,1335864831,1335864831
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847395,41.749423,-88.06383,159,42,8461244180,-8461244180
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847391,41.749718,-88.064059,113,34,1335864831,1335864831
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847392,41.749696,-88.063958,113,33,8461244180,-8461244180
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847396,41.749293,-88.063766,159,50,8461244179,-8461244179
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847388,41.749759,-88.064451,89,45,1335864831,1335864831
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847393,41.749664,-88.063855,113,33,8461244180,-8461244180
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847394,41.749529,-88.063874,158,42,8461244180,-8461244180
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847390,41.749759,-88.064162,92,41,1335864831,1335864831
1242774,1514771667,41.74985,-88.06244,86,53,428043451,428043451
4542265172,1514770682,41.7498796,-88.0647991,268,54,7419044380,-7419044380
0eb594138499b09d1e3a055491c5ebdf,1514769583,41.74989,-88.06589,270,17,5781502785,-5781502785
0eb594138499b09d1e3a055491c5ebdf,1514769588,41.74986,-88.06699,270,18,8460193543,-8460193543
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771399,41.749919,-88.063317,265,31,1335864828,-1335864828
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771402,41.749917,-88.06343,265,11,1335864828,-1335864828
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771400,41.749917,-88.063385,265,27,1335864828,-1335864828
1060063,1514770633,41.75002,-88.06129,0,0,428043451,428043451
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771438,41.749871,-88.06463,267,42,7419044380,-7419044380
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771428,41.749918,-88.063433,268,2,1335864828,-1335864828
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771401,41.749916,-88.063417,265,19,1335864828,-1335864828
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771452,41.749848,-88.067557,267,62,8460193543,-8460193543
17856645,1514850226,41.75005,-88.06138,267,46,4573343449,-4573343449
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848785,41.749871,-88.065359,269,77,5781502785,-5781502785
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848786,41.749865,-88.065602,269,77,5781502785,-5781502785
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847403,41.748337,-88.063283,161,64,428519089,-428519089
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847401,41.748626,-88.063435,158,58,428519089,-428519089
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847405,41.748035,-88.063159,163,65,428519089,-428519089
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847404,41.748187,-88.063224,162,64,428519089,-428519089
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847400,41.748761,-88.063507,158,58,5781502792,-5781502792
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847402,41.748486,-88.063363,160,61,428519089,-428519089
0eb594138499b09d1e3a055491c5ebdf,1514769543,41.74995,-88.06289,270,5,1335864828,-1335864828
0eb594138499b09d1e3a055491c5ebdf,1514769533,41.74998,-88.06202,263,13,4573343448,-4573343448
c57fbad79f6220878b1dbcafc612563fc399fd03,1514849174,41.74976,-88.06511,89,43,1335864831,1335864831
4641503123,1514781760,41.749912,-88.06527,269,77.24832,5781502785,-5781502785
17894636,1514849708,41.749827,-88.062758,86,72,428043451,428043451
0eb594138499b09d1e3a055491c5ebdf,1514769538,41.74997,-88.06253,264,9,1335864829,-1335864829
0eb594138499b09d1e3a055491c5ebdf,1514769523,41.75012,-88.06008,267,20,1335864827,-1335864827
0eb594138499b09d1e3a055491c5ebdf,1514769528,41.74998,-88.06125,265,19,4573343449,-4573343449
0eb594138499b09d1e3a055491c5ebdf,1514769548,41.74997,-88.06297,272,1,1335864828,-1335864828
3f7549bf6ee5d57b52756e71e1d9e869,1514848308,41.750065,-88.06416,165,0,5781502783,-5781502783
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771397,41.749924,-88.063143,265,35,1335864828,-1335864828
67fde9d4-ac89-534a-b761-c7d7c5b46eeb,1514771385,41.750011,-88.061387,267,65,4573343449,-4573343449
0eb594138499b09d1e3a055491c5ebdf,1514769578,41.74987,-88.06488,268,16,7419044379,-7419044379
0eb594138499b09d1e3a055491c5ebdf,1514769593,41.74984,-88.06817,270,19,8460193543,-8460193543
1050196,1514844516,41.74976,-88.06845,89,61,4355192737,4355192737
19838271,1514845261,41.74999083,-88.06133778,266,52,4573343449,-4573343449
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848769,41.750048,-88.061456,267,70,4573343449,-4573343449
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848777,41.749912,-88.063341,268,73,1335864828,-1335864828
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848766,41.750066,-88.060766,268,69,4573343449,-4573343449
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848789,41.749868,-88.066394,270,76,5781502785,-5781502785
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848781,41.749904,-88.064355,269,75,7419044380,-7419044380
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848790,41.749872,-88.066637,269,76,4483200876,-4483200876
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848768,41.750062,-88.061227,268,69,4573343449,-4573343449
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848791,41.749864,-88.066893,269,76,4483200876,-4483200876
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848765,41.750071,-88.060537,268,70,4573343449,-4573343449
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848782,41.749885,-88.064601,268,76,7419044380,-7419044380
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848792,41.749862,-88.067137,269,75,8460193543,-8460193543
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848783,41.749882,-88.064851,268,76,7419044379,-7419044379
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848764,41.750085,-88.06031,268,70,1335864827,-1335864827
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848793,41.74986,-88.067398,270,76,8460193543,-8460193543
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848794,41.74986,-88.067652,270,75,8460193543,-8460193543
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848795,41.749863,-88.067908,270,76,8460193543,-8460193543
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848787,41.749869,-88.065865,269,77,5781502785,-5781502785
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848796,41.749867,-88.068169,270,75,8460193543,-8460193543
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848767,41.750062,-88.061006,268,70,4573343449,-4573343449
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848779,41.749908,-88.063824,268,72,1335864828,-1335864828
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848797,41.74986,-88.068419,269,75,8460193543,-8460193543
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848763,41.750082,-88.060067,268,71,1335864827,-1335864827
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848771,41.750011,-88.06192,264,71,4573343448,-4573343448
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848772,41.749998,-88.062147,264,71,4573343448,-4573343448
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848773,41.74998,-88.062385,265,72,1335864829,-1335864829
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848776,41.749923,-88.063095,267,73,1335864828,-1335864828
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848774,41.749967,-88.062621,266,71,1335864829,-1335864829
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848788,41.749865,-88.066138,269,76,5781502785,-5781502785
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848775,41.74994,-88.062861,265,71,1335864828,-1335864828
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848780,41.749908,-88.064104,269,75,7419044380,-7419044380
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848778,41.749909,-88.063584,268,73,1335864828,-1335864828
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848770,41.750033,-88.061683,265,70,4573343448,-4573343448
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847373,41.749711,-88.067774,89,76,4355192737,4355192737
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847384,41.749731,-88.065179,89,64,1335864831,1335864831
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847386,41.749747,-88.064787,88,55,1335864831,1335864831
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847382,41.749731,-88.065608,89,70,1335864835,1335864835
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847380,41.749731,-88.066074,90,68,1335864835,1335864835
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847377,41.749724,-88.066771,90,73,1335864835,1335864835
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847371,41.749709,-88.068285,89,78,4355192737,4355192737
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847378,41.749725,-88.066536,90,71,1335864835,1335864835
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847375,41.749716,-88.067264,90,73,4355192737,4355192737
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847372,41.749713,-88.068028,89,77,4355192737,4355192737
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847385,41.749743,-88.064977,89,60,1335864831,1335864831
F7E3428C-49FF-44FF-868F-C20FF1B7E016,1514848784,41.749874,-88.065092,268,76,7419044379,-7419044379
c57fbad79f6220878b1dbcafc612563fc399fd03,1514849171,41.74975,-88.06559,89,52,1335864835,1335864835
c57fbad79f6220878b1dbcafc612563fc399fd03,1514849199,41.74978,-88.06447,87,9,1335864831,1335864831
c57fbad79f6220878b1dbcafc612563fc399fd03,1514849213,41.74983,-88.06265,87,55,428043451,428043451
3f7549bf6ee5d57b52756e71e1d9e869,1514848368,41.750057,-88.06416,162,0,5781502783,-5781502783
1060060,1514808927,41.75004,-88.06034,268,78,1335864827,-1335864827
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847399,41.748875,-88.063554,159,59,5781502792,-5781502792
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847383,41.749733,-88.065389,89,67,1335864835,1335864835
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847397,41.749167,-88.063704,158,53,8461244179,-8461244179
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847387,41.74975,-88.064611,89,50,1335864831,1335864831
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847381,41.749728,-88.065846,90,70,1335864835,1335864835
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847379,41.749726,-88.066303,90,70,1335864835,1335864835
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847376,41.749727,-88.067017,89,74,4355192737,4355192737
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847374,41.749715,-88.067515,89,75,4355192737,4355192737
49FEE831-2C2D-4991-A990-3733A6BF3CC5,1514847398,41.749013,-88.063623,158,57,5781502793,-5781502793
18176568,1514783933,41.74857,-88.06335,158,46,428519089,-428519089
9e6312bc3d67ffc7127baf3e6a015066,1514815481,41.75,-88.06055,268,83,4573343449,-4573343449
5d10714f17f70310a2e269cfc027dd1a,1514828439,41.7506186,-88.0643505,165,63,5781502784,-5781502784
5d10714f17f70310a2e269cfc027dd1a,1514828443,41.7502105,-88.0642026,161,36,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828451,41.7500805,-88.0641555,178,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828440,41.7504883,-88.064305,165,56,5781502784,-5781502784
5d10714f17f70310a2e269cfc027dd1a,1514828445,41.7501083,-88.0641661,167,18,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828458,41.7501003,-88.0641546,180,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828461,41.7501178,-88.0641516,180,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828498,41.750215,-88.0641818,180,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828512,41.7501688,-88.0641783,175,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828442,41.750285,-88.0642311,163,36,5781502784,-5781502784
5d10714f17f70310a2e269cfc027dd1a,1514828518,41.7500876,-88.0641396,161,18,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828521,41.7498628,-88.0640348,158,31,427809022,-427809022
5d10714f17f70310a2e269cfc027dd1a,1514828437,41.7509545,-88.0644521,168,79,5326884952,-5326884952
5d10714f17f70310a2e269cfc027dd1a,1514828450,41.7500858,-88.0641556,175,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828441,41.7503768,-88.0642651,164,47,5781502784,-5781502784
5d10714f17f70310a2e269cfc027dd1a,1514828446,41.7500901,-88.0641593,168,6,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828436,41.7511511,-88.0645018,168,79,5326884952,-5326884952
5d10714f17f70310a2e269cfc027dd1a,1514828447,41.7500855,-88.0641568,170,4,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828444,41.7501505,-88.0641805,164,27,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828435,41.7513481,-88.0645461,171,81,5326884952,-5326884952
5d10714f17f70310a2e269cfc027dd1a,1514828434,41.7515485,-88.0645848,172,81,5326884952,-5326884952
5d10714f17f70310a2e269cfc027dd1a,1514828433,41.7517526,-88.0646158,174,81,5781502781,-5781502781
5d10714f17f70310a2e269cfc027dd1a,1514828449,41.7500871,-88.0641556,175,0,5781502783,-5781502783
17989371,1514775483,41.749893,-88.063481,267,2,1335864828,-1335864828
d3f7a9e4fc19e486e72250091b482e23,1514796057,41.74977,-88.06662,269,61,4483200876,-4483200876
5a49941322000bf923550acf001c667,1514772929,41.7498523,-88.0632231,265,21,1335864828,-1335864828
5a49941322000bf923550acf001c667,1514772994,41.7498571,-88.0672659,269,72,8460193543,-8460193543
5a49941322000bf923550acf001c667,1514772959,41.7498752,-88.0635301,0,0,428043451,428043451
5a49941322000bf923550acf001c667,1514772989,41.7498033,-88.0660219,267,64,5781502785,-5781502785
5a49941322000bf923550acf001c667,1514772924,41.7499049,-88.0627525,267,40,1335864829,-1335864829
5a49941322000bf923550acf001c667,1514772919,41.7499259,-88.0619469,262,64,4573343448,-4573343448
5a49941322000bf923550acf001c667,1514772939,41.7498864,-88.0634088,0,0,428043451,428043451
5a49941322000bf923550acf001c667,1514772944,41.7498839,-88.0634034,0,0,428043451,428043451
5a49941322000bf923550acf001c667,1514772999,41.7498326,-88.0685369,268,75,8460193543,-8460193543
5a49941322000bf923550acf001c667,1514772969,41.7498899,-88.0635436,0,0,428043451,428043451
5a49941322000bf923550acf001c667,1514772979,41.7498785,-88.0640726,266,37,7419044380,-7419044380
5a49941322000bf923550acf001c667,1514772949,41.7498772,-88.0634997,264,5,1335864828,-1335864828
5a49941322000bf923550acf001c667,1514772954,41.7498691,-88.0635409,260,1,1335864828,-1335864828
5a49941322000bf923550acf001c667,1514772964,41.7498799,-88.0635396,0,0,428043451,428043451
5a49941322000bf923550acf001c667,1514772914,41.7499967,-88.0607645,266,77,4573343449,-4573343449
5a49941322000bf923550acf001c667,1514772934,41.7498761,-88.0634406,276,4,1335864828,-1335864828
5a49941322000bf923550acf001c667,1514772984,41.7498845,-88.0649937,269,55,7419044379,-7419044379
5a49941322000bf923550acf001c667,1514772974,41.7498895,-88.0635374,0,0,428043451,428043451
5a49bf9022000bf923550ad1001c6bb,1514783599,41.749776,-88.0677847,89,77,4355192737,4355192737
5a49bf9022000bf923550ad1001c6bb,1514783604,41.7497719,-88.0665076,89,75,1335864835,1335864835
5a49bf9022000bf923550ad1001c6bb,1514783609,41.7497788,-88.0653747,88,55,1335864835,1335864835
5a49bf9022000bf923550ad1001c6bb,1514783614,41.7498149,-88.064539,84,42,1335864831,1335864831
5a49bf9022000bf923550ad1001c6bb,1514783619,41.7498861,-88.0641231,42,23,1335864831,1335864831
5a49bf9022000bf923550ad1001c6bb,1514783624,41.7502883,-88.0641388,344,45,5781502783,5781502783
5a49bf9022000bf923550ad1001c6bb,1514783629,41.751004,-88.0643993,348,68,5326884952,5326884952
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829431,41.749628,-88.063173,125,0,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829421,41.749628,-88.063173,125,0,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829432,41.749628,-88.063173,125,0,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829441,41.749628,-88.063173,125,0,428043451,428043451
23890668,1514792388,41.7497585,-88.0667531,90,76,1335864835,1335864835
1060065,1514827484,41.74986,-88.06734,270,51,8460193543,-8460193543
5d10714f17f70310a2e269cfc027dd1a,1514828470,41.7501825,-88.0641506,180,1,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828458,41.7501003,-88.0641546,180,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828464,41.7501365,-88.0641503,180,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828472,41.7501965,-88.0641518,180,1,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828491,41.7502295,-88.0641788,180,0,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828468,41.7501701,-88.0641495,180,1,5781502783,-5781502783
5d10714f17f70310a2e269cfc027dd1a,1514828459,41.7501048,-88.0641525,180,0,5781502783,-5781502783
18057058,1514828004,41.74989667,-88.0637925,267,24,1335864828,-1335864828
74669700027,1514817683,41.7499,-88.06393,269,33.79614,1335864828,-1335864828
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829366,41.749637,-88.063175,124,0,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829393,41.749628,-88.063173,125,0,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829340,41.749782,-88.063927,89,40,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829341,41.749786,-88.063797,89,39,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829373,41.749628,-88.063173,125,0,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829342,41.749786,-88.063677,90,39,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829367,41.74964,-88.06318,125,0,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829343,41.749782,-88.063571,94,35,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829344,41.749776,-88.063488,112,27,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829377,41.749628,-88.063173,125,0,428043451,428043451
D9C9092D-CC33-4C58-80CE-B01D75F6E072,1514829391,41.749628,-88.063173,125,0,428043451,428043451
